id,conversation_id,created_at,date,time,timezone,user_id,username,name,place,tweet,mentions,urls,photos,replies_count,retweets_count,likes_count,hashtags,cashtags,link,retweet,quote_url,video,near,geo,source,user_rt_id,user_rt,retweet_id,reply_to,retweet_date,translate,trans_src,trans_dest
1250394031957241858,1250394031957241858,1586952143000,2020-04-15,17:32:23,India Standard Time,18839785,narendramodi,Narendra Modi,,"Innovative effort and kind gesture by our chess players, including @vishy64theking, @viditchess, Pentala Harikrishna, B. Adhiban and @HarikaDronavali. 

Am sure the participants would have had an enriching experience. https://www.firstpost.com/health/coronavirus-outbreak-online-chess-exhibition-featuring-viswanathan-anand-raises-rs-4-5-lakh-for-pm-cares-fund-8252641.html …","['vishy64theking', 'viditchess', 'harikadronavali']",['https://www.firstpost.com/health/coronavirus-outbreak-online-chess-exhibition-featuring-viswanathan-anand-raises-rs-4-5-lakh-for-pm-cares-fund-8252641.html'],[],1028,3162,22584,[],[],https://twitter.com/narendramodi/status/1250394031957241858,False,,0,,,,,,,"[{'user_id': '18839785', 'username': 'narendramodi'}, {'user_id': '165391600', 'username': 'vishy64theking'}, {'user_id': '144883197', 'username': 'viditchess'}, {'user_id': '2609917590', 'username': 'HarikaDronavali'}]",,"Innovative effort and kind gesture by our chess players, including @vishy64theking, @viditchess, Pentala Harikrishna, B. Adhiban and @HarikaDronavali. 

Am sure the participants would have had an enriching experience. https://www.firstpost.com/health/coronavirus-outbreak-online-chess-exhibition-featuring-viswanathan-anand-raises-rs-4-5-lakh-for-pm-cares-fund-8252641.html …",en,en
1250393650669834240,1250393650669834240,1586952052000,2020-04-15,17:30:52,India Standard Time,18839785,narendramodi,Narendra Modi,,This gesture by @NSEIndia is extremely compassionate. https://www.livemint.com/news/india/nse-contributes-rs-26-crore-towards-the-pm-cares-fund-11586764187591.html …,['nseindia'],['https://www.livemint.com/news/india/nse-contributes-rs-26-crore-towards-the-pm-cares-fund-11586764187591.html'],[],784,3801,31345,[],[],https://twitter.com/narendramodi/status/1250393650669834240,False,,0,,,,,,,"[{'user_id': '18839785', 'username': 'narendramodi'}, {'user_id': '1264132357', 'username': 'NSEIndia'}]",,This gesture by @NSEIndia is extremely compassionate. https://www.livemint.com/news/india/nse-contributes-rs-26-crore-towards-the-pm-cares-fund-11586764187591.html …,en,en
1250393559577923584,1250393559577923584,1586952030000,2020-04-15,17:30:30,India Standard Time,18839785,narendramodi,Narendra Modi,,Aarogya Setu is vital in our fight against COVID-19. https://twitter.com/Apex_Suraj/status/1250283087298056192 …,[],['https://twitter.com/Apex_Suraj/status/1250283087298056192'],[],1028,3279,25658,[],[],https://twitter.com/narendramodi/status/1250393559577923584,False,https://twitter.com/Apex_Suraj/status/1250283087298056192,0,,,,,,,"[{'user_id': '18839785', 'username': 'narendramodi'}]",,Aarogya Setu is vital in our fight against COVID-19. https://twitter.com/Apex_Suraj/status/1250283087298056192 …,en,en
1250393472097341440,1250393472097341440,1586952009000,2020-04-15,17:30:09,India Standard Time,18839785,narendramodi,Narendra Modi,,Pleased to know. https://twitter.com/javidmaqbool/status/1250074455768018944 …,[],['https://twitter.com/javidmaqbool/status/1250074455768018944'],[],1348,6332,70126,[],[],https://twitter.com/narendramodi/status/1250393472097341440,False,https://twitter.com/javidmaqbool/status/1250074455768018944,0,,,,,,,"[{'user_id': '18839785', 'username': 'narendramodi'}]",,Pleased to know. https://twitter.com/javidmaqbool/status/1250074455768018944 …,en,en
1250086727097565185,1250086727097565185,1586878875000,2020-04-14,21:11:15,India Standard Time,18839785,narendramodi,Narendra Modi,,"Good call. 

Take the right precautions, strengthen immunity and improve body health. https://twitter.com/Virendra_S_S/status/1249933308831490048 …",[],['https://twitter.com/Virendra_S_S/status/1249933308831490048'],[],1375,4025,41187,[],[],https://twitter.com/narendramodi/status/1250086727097565185,False,https://twitter.com/Virendra_S_S/status/1249933308831490048,0,,,,,,,"[{'user_id': '18839785', 'username': 'narendramodi'}]",,"Good call. 

Take the right precautions, strengthen immunity and improve body health. https://twitter.com/Virendra_S_S/status/1249933308831490048 …",en,en
1250086633380048896,1250086633380048896,1586878853000,2020-04-14,21:10:53,India Standard Time,18839785,narendramodi,Narendra Modi,,"Happy to know. 

It is such precautions that’ll keep people safe and add might to the battle against COVID-19. https://twitter.com/Imabhijit_IND/status/1249987640339783680 …",[],['https://twitter.com/Imabhijit_IND/status/1249987640339783680'],[],546,2271,19537,[],[],https://twitter.com/narendramodi/status/1250086633380048896,False,https://twitter.com/Imabhijit_IND/status/1249987640339783680,0,,,,,,,"[{'user_id': '18839785', 'username': 'narendramodi'}]",,"Happy to know. 

It is such precautions that’ll keep people safe and add might to the battle against COVID-19. https://twitter.com/Imabhijit_IND/status/1249987640339783680 …",en,en
1250086333848023041,1250086333848023041,1586878782000,2020-04-14,21:09:42,India Standard Time,18839785,narendramodi,Narendra Modi,,"Kudos to him. 

We will always remember the proactive role children played in this fight against Coronavirus. https://twitter.com/ghemant123/status/1249947980116848640 …",[],['https://twitter.com/ghemant123/status/1249947980116848640'],[],489,3165,27240,[],[],https://twitter.com/narendramodi/status/1250086333848023041,False,https://twitter.com/ghemant123/status/1249947980116848640,0,,,,,,,"[{'user_id': '18839785', 'username': 'narendramodi'}]",,"Kudos to him. 

We will always remember the proactive role children played in this fight against Coronavirus. https://twitter.com/ghemant123/status/1249947980116848640 …",en,en
1250086212410306561,1250086212410306561,1586878753000,2020-04-14,21:09:13,India Standard Time,18839785,narendramodi,Narendra Modi,,👌🏽 https://twitter.com/AmolingleCA/status/1250003351099420672 …,[],['https://twitter.com/AmolingleCA/status/1250003351099420672'],[],1286,3200,36972,[],[],https://twitter.com/narendramodi/status/1250086212410306561,False,https://twitter.com/AmolingleCA/status/1250003351099420672,0,,,,,,,"[{'user_id': '18839785', 'username': 'narendramodi'}]",,👌🏽 https://twitter.com/AmolingleCA/status/1250003351099420672 …,en,en
1250086061922897920,1250086061922897920,1586878717000,2020-04-14,21:08:37,India Standard Time,18839785,narendramodi,Narendra Modi,,Discussed the COVID-19 situation with Palestinian President H.E. Mahmoud Abbas. India will provide all possible support to the friendly Palestinian people in their fight against the pandemic. http://nm-4.com/0vc9 ,[],['http://nm-4.com/0vc9'],[],1008,3915,32699,[],[],https://twitter.com/narendramodi/status/1250086061922897920,False,,0,,,,,,,"[{'user_id': '18839785', 'username': 'narendramodi'}]",,Discussed the COVID-19 situation with Palestinian President H.E. Mahmoud Abbas. India will provide all possible support to the friendly Palestinian people in their fight against the pandemic. http://nm-4.com/0vc9 ,en,en
1250010281385717760,1250010281385717760,1586860649000,2020-04-14,16:07:29,India Standard Time,18839785,narendramodi,Narendra Modi,,"मैं आपका साथ मांग रहा हूं। सात बातों में आपका साथ... 

यह सप्तपदी​ विजय प्राप्त करने का मार्ग है। 

पूरी निष्ठा के साथ 3 मई तक लॉकडाउन के नियमों का पालन करें, जहां हैं, वहीं रहें, सुरक्षित रहें। pic.twitter.com/QTSPWx1aRH",[],[],[],15703,22729,153623,[],[],https://twitter.com/narendramodi/status/1250010281385717760,False,,1,,,,,,,"[{'user_id': '18839785', 'username': 'narendramodi'}]",,"I am asking for your support. Your support in seven things…

This Saptapadi is the path to victory.

Follow the rules of lockdown with full devotion till May 3, stay where you are, stay safe. pic.twitter.com/QTSPWx1aRH",hi,en
